year,predicted_score,country_code,country_name
2025,5.71,LSO,Lesotho
2026,5.71,LSO,Lesotho
2027,5.71,LSO,Lesotho
2028,5.71,LSO,Lesotho
2029,59.44,LSO,Lesotho
2030,59.82,LSO,Lesotho
2031,60.2,LSO,Lesotho
2032,60.58,LSO,Lesotho
2033,60.95,LSO,Lesotho
2034,61.32,LSO,Lesotho
2035,61.68,LSO,Lesotho
2036,62.04,LSO,Lesotho
2037,62.39,LSO,Lesotho
2038,62.74,LSO,Lesotho
2039,63.09,LSO,Lesotho
2040,63.43,LSO,Lesotho
2024,53.17,LTE,Late-demographic dividend
2025,54.2,LTE,Late-demographic dividend
2026,55.32,LTE,Late-demographic dividend
2027,55.24,LTE,Late-demographic dividend
2028,55.34,LTE,Late-demographic dividend
2029,55.68,LTE,Late-demographic dividend
2030,56.03,LTE,Late-demographic dividend
2031,56.38,LTE,Late-demographic dividend
2032,56.74,LTE,Late-demographic dividend
2033,57.1,LTE,Late-demographic dividend
2034,57.46,LTE,Late-demographic dividend
2035,57.84,LTE,Late-demographic dividend
2036,58.22,LTE,Late-demographic dividend
2037,58.6,LTE,Late-demographic dividend
2038,58.98,LTE,Late-demographic dividend
2039,59.37,LTE,Late-demographic dividend
2040,59.76,LTE,Late-demographic dividend
2024,64.32,LTU,Lithuania
2025,62.52,LTU,Lithuania
2026,60.44,LTU,Lithuania
2027,57.08,LTU,Lithuania
2028,57.47,LTU,Lithuania
2029,57.84,LTU,Lithuania
2030,58.21,LTU,Lithuania
2031,58.59,LTU,Lithuania
2032,58.97,LTU,Lithuania
2033,59.35,LTU,Lithuania
2034,59.74,LTU,Lithuania
2035,60.14,LTU,Lithuania
2036,60.54,LTU,Lithuania
2037,60.94,LTU,Lithuania
2038,61.34,LTU,Lithuania
2039,61.75,LTU,Lithuania
2040,62.15,LTU,Lithuania
2024,51.35,LUX,Luxembourg
2025,53.47,LUX,Luxembourg
2026,53.81,LUX,Luxembourg
2027,54.15,LUX,Luxembourg
2028,54.73,LUX,Luxembourg
2029,55.18,LUX,Luxembourg
2030,55.62,LUX,Luxembourg
2031,56.06,LUX,Luxembourg
2032,56.51,LUX,Luxembourg
2033,56.95,LUX,Luxembourg
2034,57.39,LUX,Luxembourg
2035,57.83,LUX,Luxembourg
2036,58.27,LUX,Luxembourg
2037,58.7,LUX,Luxembourg
2038,59.14,LUX,Luxembourg
2039,59.56,LUX,Luxembourg
2040,59.97,LUX,Luxembourg
2024,69.93,LVA,Latvia
2025,67.82,LVA,Latvia
2026,63.78,LVA,Latvia
2027,57.6,LVA,Latvia
2028,57.9,LVA,Latvia
2029,58.26,LVA,Latvia
2030,58.63,LVA,Latvia
2031,59.0,LVA,Latvia
2032,59.37,LVA,Latvia
2033,59.75,LVA,Latvia
2034,60.14,LVA,Latvia
2035,60.54,LVA,Latvia
2036,60.93,LVA,Latvia
2037,61.32,LVA,Latvia
2038,61.72,LVA,Latvia
2039,62.12,LVA,Latvia
2040,62.52,LVA,Latvia
2024,5.71,MAC,"Macao SAR, China"
2025,5.71,MAC,"Macao SAR, China"
2026,5.71,MAC,"Macao SAR, China"
2027,5.71,MAC,"Macao SAR, China"
2028,5.71,MAC,"Macao SAR, China"
2029,63.89,MAC,"Macao SAR, China"
2030,64.3,MAC,"Macao SAR, China"
2031,64.71,MAC,"Macao SAR, China"
2032,65.11,MAC,"Macao SAR, China"
2033,65.5,MAC,"Macao SAR, China"
2034,65.89,MAC,"Macao SAR, China"
2035,66.28,MAC,"Macao SAR, China"
2036,66.66,MAC,"Macao SAR, China"
2037,67.04,MAC,"Macao SAR, China"
2038,67.41,MAC,"Macao SAR, China"
2039,67.78,MAC,"Macao SAR, China"
2040,68.14,MAC,"Macao SAR, China"
2024,5.71,MAF,St. Martin (French part)
2025,5.71,MAF,St. Martin (French part)
2026,5.71,MAF,St. Martin (French part)
2027,5.71,MAF,St. Martin (French part)
2028,5.71,MAF,St. Martin (French part)
2029,59.89,MAF,St. Martin (French part)
2030,60.28,MAF,St. Martin (French part)
2031,60.66,MAF,St. Martin (French part)
2032,61.04,MAF,St. Martin (French part)
2033,61.42,MAF,St. Martin (French part)
2034,61.79,MAF,St. Martin (French part)
2035,62.16,MAF,St. Martin (French part)
2036,62.52,MAF,St. Martin (French part)
2037,62.88,MAF,St. Martin (French part)
2038,63.23,MAF,St. Martin (French part)
2039,63.58,MAF,St. Martin (French part)
2040,63.93,MAF,St. Martin (French part)
2024,53.4,MAR,Morocco
2025,55.04,MAR,Morocco
2026,57.13,MAR,Morocco
2027,59.84,MAR,Morocco
2028,60.09,MAR,Morocco
2029,60.42,MAR,Morocco
2030,60.75,MAR,Morocco
2031,61.09,MAR,Morocco
2032,61.43,MAR,Morocco
2033,61.79,MAR,Morocco
2034,62.15,MAR,Morocco
2035,62.51,MAR,Morocco
2036,62.87,MAR,Morocco
2037,63.23,MAR,Morocco
2038,63.6,MAR,Morocco
2039,63.97,MAR,Morocco
2040,64.34,MAR,Morocco
2024,5.71,MCO,Monaco
2025,5.71,MCO,Monaco
2026,5.71,MCO,Monaco
2027,5.71,MCO,Monaco
2028,5.71,MCO,Monaco
2029,70.53,MCO,Monaco
2030,70.83,MCO,Monaco
2031,71.12,MCO,Monaco
2032,71.41,MCO,Monaco
2033,71.69,MCO,Monaco
2034,71.95,MCO,Monaco
2035,72.21,MCO,Monaco
2036,72.46,MCO,Monaco
2037,72.7,MCO,Monaco
2038,72.93,MCO,Monaco
2039,73.15,MCO,Monaco
2040,73.37,MCO,Monaco
2024,59.09,MDA,Moldova
2025,58.79,MDA,Moldova
2026,58.33,MDA,Moldova
2027,58.22,MDA,Moldova
2028,58.45,MDA,Moldova
2029,58.78,MDA,Moldova
2030,59.11,MDA,Moldova
2031,59.45,MDA,Moldova
2032,59.8,MDA,Moldova
2033,60.15,MDA,Moldova
2034,60.51,MDA,Moldova
2035,60.87,MDA,Moldova
2036,61.23,MDA,Moldova
2037,61.59,MDA,Moldova
2038,61.96,MDA,Moldova
2039,62.33,MDA,Moldova
2040,62.7,MDA,Moldova
2024,86.82,MDG,Madagascar
2025,84.76,MDG,Madagascar
2026,80.68,MDG,Madagascar
2027,73.79,MDG,Madagascar
2028,61.02,MDG,Madagascar
2029,61.35,MDG,Madagascar
2030,61.68,MDG,Madagascar
2031,62.02,MDG,Madagascar
2032,62.36,MDG,Madagascar
2033,62.72,MDG,Madagascar
2034,63.07,MDG,Madagascar
2035,63.43,MDG,Madagascar
2036,63.79,MDG,Madagascar
2037,64.16,MDG,Madagascar
2038,64.52,MDG,Madagascar
2039,64.89,MDG,Madagascar
2040,65.26,MDG,Madagascar
2024,5.71,MDV,Maldives
2025,5.71,MDV,Maldives
2026,5.71,MDV,Maldives
2027,5.71,MDV,Maldives
2028,5.71,MDV,Maldives
2029,60.34,MDV,Maldives
2030,60.74,MDV,Maldives
2031,61.12,MDV,Maldives
2032,61.51,MDV,Maldives
2033,61.89,MDV,Maldives
2034,62.26,MDV,Maldives
2035,62.63,MDV,Maldives
2036,63.0,MDV,Maldives
2037,63.36,MDV,Maldives
2038,63.72,MDV,Maldives
2039,64.08,MDV,Maldives
2040,64.43,MDV,Maldives
2024,50.75,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2025,54.02,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2026,58.0,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2027,58.44,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2028,58.6,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2029,58.93,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2030,59.26,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2031,59.6,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2032,59.94,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2033,60.28,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2034,60.64,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2035,61.0,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2036,61.37,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2037,61.73,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2038,62.1,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2039,62.47,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2040,62.85,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
2024,52.21,MEX,Mexico
2025,54.31,MEX,Mexico
2026,56.26,MEX,Mexico
2027,58.48,MEX,Mexico
2028,58.72,MEX,Mexico
2029,59.06,MEX,Mexico
2030,59.4,MEX,Mexico
2031,59.75,MEX,Mexico
2032,60.09,MEX,Mexico
2033,60.44,MEX,Mexico
2034,60.8,MEX,Mexico
2035,61.17,MEX,Mexico
2036,61.54,MEX,Mexico
2037,61.91,MEX,Mexico
2038,62.28,MEX,Mexico
2039,62.66,MEX,Mexico
2040,63.04,MEX,Mexico
2024,5.71,MHL,Marshall Islands
2025,5.71,MHL,Marshall Islands
2026,5.71,MHL,Marshall Islands
2027,5.71,MHL,Marshall Islands
2028,5.71,MHL,Marshall Islands
2029,59.9,MHL,Marshall Islands
2030,60.29,MHL,Marshall Islands
2031,60.67,MHL,Marshall Islands
2032,61.05,MHL,Marshall Islands
2033,61.43,MHL,Marshall Islands
2034,61.8,MHL,Marshall Islands
2035,62.17,MHL,Marshall Islands
2036,62.53,MHL,Marshall Islands
2037,62.89,MHL,Marshall Islands
2038,63.24,MHL,Marshall Islands
2039,63.59,MHL,Marshall Islands
2040,63.94,MHL,Marshall Islands
2024,60.73,MIC,Middle income
2025,60.31,MIC,Middle income
2026,59.48,MIC,Middle income
2027,59.52,MIC,Middle income
2028,59.69,MIC,Middle income
2029,60.04,MIC,Middle income
2030,60.39,MIC,Middle income
2031,60.75,MIC,Middle income
2032,61.11,MIC,Middle income
2033,61.47,MIC,Middle income
2034,61.84,MIC,Middle income
2035,62.21,MIC,Middle income
2036,62.58,MIC,Middle income
2037,62.95,MIC,Middle income
2038,63.32,MIC,Middle income
2039,63.7,MIC,Middle income
2040,64.07,MIC,Middle income
2024,55.23,MKD,North Macedonia
2025,56.22,MKD,North Macedonia
2026,56.37,MKD,North Macedonia
2027,56.96,MKD,North Macedonia
2028,57.34,MKD,North Macedonia
2029,57.67,MKD,North Macedonia
2030,58.0,MKD,North Macedonia
2031,58.35,MKD,North Macedonia
2032,58.71,MKD,North Macedonia
2033,59.06,MKD,North Macedonia
2034,59.42,MKD,North Macedonia
2035,59.78,MKD,North Macedonia
2036,60.15,MKD,North Macedonia
2037,60.52,MKD,North Macedonia
2038,60.88,MKD,North Macedonia
2039,61.26,MKD,North Macedonia
2040,61.63,MKD,North Macedonia
2024,5.71,MLI,Mali
2025,5.71,MLI,Mali
2026,5.71,MLI,Mali
2027,5.71,MLI,Mali
2028,5.71,MLI,Mali
2029,59.45,MLI,Mali
2030,59.84,MLI,Mali
2031,60.22,MLI,Mali
2032,60.59,MLI,Mali
2033,60.97,MLI,Mali
2034,61.33,MLI,Mali
2035,61.7,MLI,Mali
2036,62.05,MLI,Mali
2037,62.41,MLI,Mali
2038,62.76,MLI,Mali
2039,63.1,MLI,Mali
2040,63.44,MLI,Mali
2024,46.17,MLT,Malta
2025,49.41,MLT,Malta
2026,52.58,MLT,Malta
2027,56.7,MLT,Malta
2028,57.32,MLT,Malta
2029,57.72,MLT,Malta
2030,58.12,MLT,Malta
2031,58.53,MLT,Malta
2032,58.94,MLT,Malta
2033,59.35,MLT,Malta
2034,59.76,MLT,Malta
2035,60.17,MLT,Malta
2036,60.59,MLT,Malta
2037,61.02,MLT,Malta
2038,61.45,MLT,Malta
2039,61.87,MLT,Malta
2040,62.3,MLT,Malta
2024,77.87,MMR,Myanmar
2025,74.91,MMR,Myanmar
2026,69.91,MMR,Myanmar
2027,60.54,MMR,Myanmar
2028,60.73,MMR,Myanmar
2029,61.05,MMR,Myanmar
2030,61.38,MMR,Myanmar
2031,61.72,MMR,Myanmar
2032,62.05,MMR,Myanmar
2033,62.4,MMR,Myanmar
2034,62.76,MMR,Myanmar
2035,63.11,MMR,Myanmar
2036,63.47,MMR,Myanmar
2037,63.83,MMR,Myanmar
2038,64.2,MMR,Myanmar
2039,64.56,MMR,Myanmar
2040,64.93,MMR,Myanmar
2024,54.11,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2025,56.23,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2026,59.01,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2027,59.43,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2028,59.62,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2029,59.95,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2030,60.29,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2031,60.63,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2032,60.97,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2033,61.32,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2034,61.68,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2035,62.05,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2036,62.41,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2037,62.78,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2038,63.15,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2039,63.52,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2040,63.89,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
2024,66.56,MNE,Montenegro
2025,64.45,MNE,Montenegro
2026,60.88,MNE,Montenegro
2027,55.71,MNE,Montenegro
2028,55.85,MNE,Montenegro
2029,56.18,MNE,Montenegro
2030,56.53,MNE,Montenegro
2031,56.88,MNE,Montenegro
2032,57.24,MNE,Montenegro
2033,57.6,MNE,Montenegro
2034,57.96,MNE,Montenegro
2035,58.33,MNE,Montenegro
2036,58.7,MNE,Montenegro
2037,59.07,MNE,Montenegro
2038,59.44,MNE,Montenegro
2039,59.81,MNE,Montenegro
2040,60.19,MNE,Montenegro
2024,44.33,MNG,Mongolia
2025,48.1,MNG,Mongolia
2026,52.52,MNG,Mongolia
2027,57.83,MNG,Mongolia
2028,57.94,MNG,Mongolia
2029,58.27,MNG,Mongolia
2030,58.6,MNG,Mongolia
2031,58.95,MNG,Mongolia
2032,59.3,MNG,Mongolia
2033,59.66,MNG,Mongolia
2034,60.02,MNG,Mongolia
2035,60.38,MNG,Mongolia
2036,60.74,MNG,Mongolia
2037,61.1,MNG,Mongolia
2038,61.47,MNG,Mongolia
2039,61.84,MNG,Mongolia
2040,62.21,MNG,Mongolia
2024,5.71,MNP,Northern Mariana Islands
2025,5.71,MNP,Northern Mariana Islands
2026,5.71,MNP,Northern Mariana Islands
2027,5.71,MNP,Northern Mariana Islands
2028,5.71,MNP,Northern Mariana Islands
2029,59.89,MNP,Northern Mariana Islands
2030,60.28,MNP,Northern Mariana Islands
2031,60.66,MNP,Northern Mariana Islands
2032,61.04,MNP,Northern Mariana Islands
2033,61.42,MNP,Northern Mariana Islands
2034,61.79,MNP,Northern Mariana Islands
2035,62.16,MNP,Northern Mariana Islands
2036,62.52,MNP,Northern Mariana Islands
2037,62.88,MNP,Northern Mariana Islands
2038,63.23,MNP,Northern Mariana Islands
2039,63.58,MNP,Northern Mariana Islands
2040,63.93,MNP,Northern Mariana Islands
2024,83.25,MOZ,Mozambique
2025,79.42,MOZ,Mozambique
2026,72.38,MOZ,Mozambique
2027,60.48,MOZ,Mozambique
2028,60.67,MOZ,Mozambique
2029,60.99,MOZ,Mozambique
2030,61.32,MOZ,Mozambique
2031,61.65,MOZ,Mozambique
2032,61.98,MOZ,Mozambique
2033,62.33,MOZ,Mozambique
2034,62.68,MOZ,Mozambique
2035,63.04,MOZ,Mozambique
2036,63.4,MOZ,Mozambique
2037,63.75,MOZ,Mozambique
2038,64.12,MOZ,Mozambique
2039,64.48,MOZ,Mozambique
2040,64.84,MOZ,Mozambique
2024,5.71,MRT,Mauritania
2025,5.71,MRT,Mauritania
2026,5.71,MRT,Mauritania
2027,5.71,MRT,Mauritania
2028,5.71,MRT,Mauritania
2029,59.54,MRT,Mauritania
2030,59.92,MRT,Mauritania
2031,60.3,MRT,Mauritania
2032,60.68,MRT,Mauritania
2033,61.05,MRT,Mauritania
2034,61.42,MRT,Mauritania
2035,61.78,MRT,Mauritania
2036,62.14,MRT,Mauritania
2037,62.5,MRT,Mauritania
2038,62.85,MRT,Mauritania
2039,63.19,MRT,Mauritania
2040,63.54,MRT,Mauritania
2024,50.25,MUS,Mauritius
2025,52.39,MUS,Mauritius
2026,54.95,MUS,Mauritius
2027,58.46,MUS,Mauritius
2028,58.65,MUS,Mauritius
2029,59.0,MUS,Mauritius
2030,59.34,MUS,Mauritius
2031,59.69,MUS,Mauritius
2032,60.05,MUS,Mauritius
2033,60.42,MUS,Mauritius
2034,60.79,MUS,Mauritius
2035,61.16,MUS,Mauritius
2036,61.54,MUS,Mauritius
2037,61.92,MUS,Mauritius
2038,62.29,MUS,Mauritius
2039,62.67,MUS,Mauritius
2040,63.06,MUS,Mauritius
2024,5.71,MWI,Malawi
2025,5.71,MWI,Malawi
2026,5.71,MWI,Malawi
2027,5.71,MWI,Malawi
2028,5.71,MWI,Malawi
2029,59.42,MWI,Malawi
2030,59.8,MWI,Malawi
2031,60.18,MWI,Malawi
2032,60.56,MWI,Malawi
2033,60.93,MWI,Malawi
2034,61.3,MWI,Malawi
2035,61.66,MWI,Malawi
2036,62.02,MWI,Malawi
2037,62.37,MWI,Malawi
2038,62.72,MWI,Malawi
2039,63.07,MWI,Malawi
2040,63.41,MWI,Malawi
2024,43.45,MYS,Malaysia
2025,46.9,MYS,Malaysia
2026,50.56,MYS,Malaysia
2027,54.79,MYS,Malaysia
2028,55.05,MYS,Malaysia
2029,55.39,MYS,Malaysia
2030,55.73,MYS,Malaysia
2031,56.08,MYS,Malaysia
2032,56.43,MYS,Malaysia
2033,56.79,MYS,Malaysia
2034,57.14,MYS,Malaysia
2035,57.5,MYS,Malaysia
2036,57.87,MYS,Malaysia
2037,58.23,MYS,Malaysia
2038,58.6,MYS,Malaysia
2039,58.97,MYS,Malaysia
2040,59.34,MYS,Malaysia
2024,40.85,NAC,North America
2025,44.31,NAC,North America
2026,47.96,NAC,North America
2027,48.28,NAC,North America
2028,48.91,NAC,North America
2029,49.33,NAC,North America
2030,49.76,NAC,North America
2031,50.19,NAC,North America
2032,50.62,NAC,North America
2033,51.06,NAC,North America
2034,51.49,NAC,North America
2035,51.93,NAC,North America
2036,52.36,NAC,North America
2037,52.8,NAC,North America
2038,53.24,NAC,North America
2039,53.66,NAC,North America
2040,54.06,NAC,North America
2024,65.2,NAM,Namibia
2025,64.09,NAM,Namibia
2026,62.11,NAM,Namibia
2027,59.66,NAM,Namibia
2028,59.83,NAM,Namibia
2029,60.16,NAM,Namibia
2030,60.49,NAM,Namibia
2031,60.82,NAM,Namibia
2032,61.16,NAM,Namibia
2033,61.51,NAM,Namibia
2034,61.86,NAM,Namibia
2035,62.22,NAM,Namibia
2036,62.58,NAM,Namibia
2037,62.94,NAM,Namibia
2038,63.3,NAM,Namibia
2039,63.67,NAM,Namibia
2040,64.04,NAM,Namibia
2024,5.71,NCL,New Caledonia
2025,5.71,NCL,New Caledonia
2026,5.71,NCL,New Caledonia
2027,5.71,NCL,New Caledonia
2028,5.71,NCL,New Caledonia
2029,61.84,NCL,New Caledonia
2030,62.25,NCL,New Caledonia
2031,62.65,NCL,New Caledonia
2032,63.04,NCL,New Caledonia
2033,63.43,NCL,New Caledonia
2034,63.82,NCL,New Caledonia
2035,64.2,NCL,New Caledonia
2036,64.57,NCL,New Caledonia
2037,64.95,NCL,New Caledonia
2038,65.31,NCL,New Caledonia
2039,65.68,NCL,New Caledonia
2040,66.04,NCL,New Caledonia
2024,83.83,NER,Niger
2025,79.92,NER,Niger
2026,72.93,NER,Niger
2027,60.77,NER,Niger
2028,61.09,NER,Niger
2029,61.41,NER,Niger
2030,61.74,NER,Niger
2031,62.06,NER,Niger
2032,62.4,NER,Niger
2033,62.73,NER,Niger
2034,63.08,NER,Niger
2035,63.44,NER,Niger
2036,63.79,NER,Niger
2037,64.15,NER,Niger
2038,64.51,NER,Niger
2039,64.87,NER,Niger
2040,65.24,NER,Niger
2024,83.98,NGA,Nigeria
2025,80.15,NGA,Nigeria
2026,73.24,NGA,Nigeria
2027,60.93,NGA,Nigeria
2028,61.11,NGA,Nigeria
2029,61.43,NGA,Nigeria
2030,61.76,NGA,Nigeria
2031,62.09,NGA,Nigeria
2032,62.42,NGA,Nigeria
2033,62.76,NGA,Nigeria
2034,63.1,NGA,Nigeria
2035,63.45,NGA,Nigeria
2036,63.81,NGA,Nigeria
2037,64.17,NGA,Nigeria
2038,64.53,NGA,Nigeria
2039,64.9,NGA,Nigeria
2040,65.26,NGA,Nigeria
2024,74.74,NIC,Nicaragua
2025,72.01,NIC,Nicaragua
2026,67.27,NIC,Nicaragua
2027,60.28,NIC,Nicaragua
2028,60.47,NIC,Nicaragua
2029,60.8,NIC,Nicaragua
2030,61.13,NIC,Nicaragua
2031,61.46,NIC,Nicaragua
2032,61.8,NIC,Nicaragua
2033,62.15,NIC,Nicaragua
2034,62.51,NIC,Nicaragua
2035,62.87,NIC,Nicaragua
2036,63.23,NIC,Nicaragua
2037,63.59,NIC,Nicaragua
2038,63.95,NIC,Nicaragua
2039,64.32,NIC,Nicaragua
2040,64.69,NIC,Nicaragua
2024,46.6,NLD,Netherlands
2025,50.07,NLD,Netherlands
2026,53.44,NLD,Netherlands
2027,56.76,NLD,Netherlands
2028,57.4,NLD,Netherlands
2029,57.84,NLD,Netherlands
2030,58.28,NLD,Netherlands
2031,58.72,NLD,Netherlands
2032,59.16,NLD,Netherlands
2033,59.6,NLD,Netherlands
2034,60.04,NLD,Netherlands
2035,60.49,NLD,Netherlands
2036,60.93,NLD,Netherlands
2037,61.37,NLD,Netherlands
2038,61.82,NLD,Netherlands
2039,62.26,NLD,Netherlands
2040,62.7,NLD,Netherlands
2024,66.15,NOR,Norway
2025,59.85,NOR,Norway
2026,49.62,NOR,Norway
2027,31.38,NOR,Norway
2028,30.98,NOR,Norway
2029,31.41,NOR,Norway
2030,31.83,NOR,Norway
2031,32.26,NOR,Norway
2032,32.69,NOR,Norway
2033,33.12,NOR,Norway
2034,33.56,NOR,Norway
2035,33.98,NOR,Norway
2036,34.39,NOR,Norway
2037,34.77,NOR,Norway
2038,35.11,NOR,Norway
2039,35.39,NOR,Norway
2040,35.65,NOR,Norway
2024,82.55,NPL,Nepal
2025,78.19,NPL,Nepal
2026,71.91,NPL,Nepal
2027,60.59,NPL,Nepal
2028,60.76,NPL,Nepal
2029,61.08,NPL,Nepal
2030,61.41,NPL,Nepal
2031,61.75,NPL,Nepal
2032,62.08,NPL,Nepal
2033,62.43,NPL,Nepal
2034,62.79,NPL,Nepal
2035,63.15,NPL,Nepal
2036,63.5,NPL,Nepal
2037,63.87,NPL,Nepal
2038,64.23,NPL,Nepal
2039,64.59,NPL,Nepal
2040,64.96,NPL,Nepal
2024,5.71,NRU,Nauru
2025,5.71,NRU,Nauru
2026,5.71,NRU,Nauru
2027,5.71,NRU,Nauru
2028,5.71,NRU,Nauru
2029,60.35,NRU,Nauru
2030,60.75,NRU,Nauru
2031,61.14,NRU,Nauru
2032,61.52,NRU,Nauru
2033,61.9,NRU,Nauru
2034,62.28,NRU,Nauru
2035,62.65,NRU,Nauru
2036,63.01,NRU,Nauru
2037,63.38,NRU,Nauru
2038,63.74,NRU,Nauru
2039,64.09,NRU,Nauru
2040,64.44,NRU,Nauru
2024,58.77,NZL,New Zealand
2025,57.85,NZL,New Zealand
2026,56.03,NZL,New Zealand
2027,53.29,NZL,New Zealand
2028,53.65,NZL,New Zealand
2029,54.06,NZL,New Zealand
2030,54.47,NZL,New Zealand
2031,54.89,NZL,New Zealand
2032,55.3,NZL,New Zealand
2033,55.72,NZL,New Zealand
2034,56.14,NZL,New Zealand
2035,56.57,NZL,New Zealand
2036,57.0,NZL,New Zealand
2037,57.44,NZL,New Zealand
2038,57.87,NZL,New Zealand
2039,58.3,NZL,New Zealand
2040,58.74,NZL,New Zealand
2024,49.92,OED,OECD members
2025,52.02,OED,OECD members
2026,54.08,OED,OECD members
2027,54.41,OED,OECD members
2028,54.88,OED,OECD members
2029,55.31,OED,OECD members
2030,55.73,OED,OECD members
2031,56.16,OED,OECD members
2032,56.59,OED,OECD members
2033,57.02,OED,OECD members
2034,57.45,OED,OECD members
2035,57.88,OED,OECD members
2036,58.32,OED,OECD members
2037,58.76,OED,OECD members
2038,59.2,OED,OECD members
2039,59.65,OED,OECD members
2040,60.09,OED,OECD members
2024,29.14,OMN,Oman
2025,34.87,OMN,Oman
2026,42.13,OMN,Oman
2027,50.68,OMN,Oman
2028,51.08,OMN,Oman
2029,51.42,OMN,Oman
2030,51.77,OMN,Oman
2031,52.12,OMN,Oman
2032,52.48,OMN,Oman
2033,52.83,OMN,Oman
2034,53.2,OMN,Oman
2035,53.56,OMN,Oman
2036,53.93,OMN,Oman
2037,54.3,OMN,Oman
2038,54.67,OMN,Oman
2039,55.04,OMN,Oman
2040,55.42,OMN,Oman
2024,5.71,OSS,Other small states
2025,5.71,OSS,Other small states
2026,5.71,OSS,Other small states
2027,5.71,OSS,Other small states
2028,5.71,OSS,Other small states
2029,60.55,OSS,Other small states
2030,60.95,OSS,Other small states
2031,61.34,OSS,Other small states
2032,61.72,OSS,Other small states
2033,62.1,OSS,Other small states
2034,62.48,OSS,Other small states
2035,62.85,OSS,Other small states
2036,63.22,OSS,Other small states
2037,63.59,OSS,Other small states
2038,63.95,OSS,Other small states
2039,64.3,OSS,Other small states
2040,64.65,OSS,Other small states
2024,70.61,PAK,Pakistan
2025,67.75,PAK,Pakistan
2026,64.39,PAK,Pakistan
2027,59.75,PAK,Pakistan
2028,60.57,PAK,Pakistan
2029,60.9,PAK,Pakistan
2030,61.22,PAK,Pakistan
2031,61.56,PAK,Pakistan
2032,61.89,PAK,Pakistan
2033,62.23,PAK,Pakistan
2034,62.58,PAK,Pakistan
2035,62.94,PAK,Pakistan
2036,63.3,PAK,Pakistan
2037,63.66,PAK,Pakistan
2038,64.02,PAK,Pakistan
2039,64.38,PAK,Pakistan
2040,64.75,PAK,Pakistan
2024,61.29,PAN,Panama
2025,62.51,PAN,Panama
2026,60.77,PAN,Panama
2027,58.68,PAN,Panama
2028,58.83,PAN,Panama
2029,59.19,PAN,Panama
2030,59.55,PAN,Panama
2031,59.92,PAN,Panama
2032,60.28,PAN,Panama
2033,60.66,PAN,Panama
2034,61.04,PAN,Panama
2035,61.43,PAN,Panama
2036,61.82,PAN,Panama
2037,62.21,PAN,Panama
2038,62.6,PAN,Panama
2039,62.99,PAN,Panama
2040,63.38,PAN,Panama
2024,64.64,PER,Peru
2025,64.22,PER,Peru
2026,62.05,PER,Peru
2027,59.41,PER,Peru
2028,59.6,PER,Peru
2029,59.93,PER,Peru
2030,60.27,PER,Peru
2031,60.61,PER,Peru
2032,60.95,PER,Peru
2033,61.31,PER,Peru
2034,61.67,PER,Peru
2035,62.03,PER,Peru
2036,62.4,PER,Peru
2037,62.77,PER,Peru
2038,63.14,PER,Peru
2039,63.51,PER,Peru
2040,63.88,PER,Peru
2024,64.26,PHL,Philippines
2025,63.61,PHL,Philippines
2026,61.92,PHL,Philippines
2027,60.01,PHL,Philippines
